     Input  Canonical    Reduced
    G?B@n[     G??sZ{     G??sZ{ -C-R- [(0, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@no     G?@_~o     G?@_~o -C-R- [(0, 7), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6)]
    G?B@nw     G?@_~s     G?@_~s -C-R- [(0, 7), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?B@n{     G?@_~{     G?@_~{ -C-R- [(0, 7), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@pw     G??}@s     G??}@s -C-R- [(0, 6), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 5), (4, 7), (6, 7)]
    G?B@p{     G?B@p{     G?B@p{ -_-R- [(0, 5), (1, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?B@tK     G??m_{     G??m_{ -C-R- [(0, 6), (1, 6), (2, 5), (3, 6), (3, 7), (4, 5), (4, 7), (5, 7), (6, 7)]
    G?B@t_     G?A`qo     G?A`qo -C-R- [(0, 5), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7)]
    G?B@tc     G?A`qs     G?A`qs -C-R- [(0, 5), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?B@tg     G?AqPs     G?AqPs -C-R- [(0, 5), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?B@tk     G?Aap{     G?Aap{ -C-R- [(0, 5), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?B@to     Gg??xw     Gg??xw -C-R- [(0, 1), (1, 2), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?B@ts     Gg??x{     Gg??x{ -C-R- [(0, 1), (1, 2), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@tw     G?@sRs     G?@sRs -C-R- [(0, 6), (1, 5), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?B@t{     G?B@r{     G?B@r{ -C-R- [(0, 5), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?B@uK     G??^?{     G??^?{ -C-R- [(0, 6), (1, 6), (2, 6), (3, 5), (3, 7), (4, 5), (4, 7), (5, 7), (6, 7)]
    G?B@v?     G?K@mG     G?K@mG -C-R- [(0, 7), (1, 7), (2, 4), (2, 6), (3, 4), (3, 6), (5, 6), (5, 7)]
    G?B@vC     G?K@mK     G?K@mK -C-R- [(0, 7), (1, 7), (2, 4), (2, 6), (3, 4), (3, 6), (5, 6), (5, 7), (6, 7)]
    G?B@vG     G?B_ps     G?B_ps -C-R- [(0, 5), (1, 5), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?B@vK     G??uP{     G??uP{ -C-R- [(0, 6), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?B@v_     GI?CXw     GI?CXw -C-R- [(0, 6), (1, 2), (1, 3), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?B@vc     GI?CX{     GI?CX{ -C-R- [(0, 6), (1, 2), (1, 3), (2, 7), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@vg     G?B_rs     G?B_rs -C-R- [(0, 5), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?B@vk     G?@cr{     G?@cr{ -C-R- [(0, 6), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?B@vo     Go??zw     Go??zw -C-R- [(0, 1), (0, 2), (1, 7), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?B@vs     Go??z{     Go??z{ -C-R- [(0, 1), (0, 2), (1, 7), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@vw     G?B_vs     G?B_vs -C-R- [(0, 5), (0, 7), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?B@v{     G?B@v{     G?B@v{ -_-R- [(0, 5), (0, 7), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?B@x{     G?B@x{      F?B@w -_-_- [(0, 5), (1, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@|k     G?@Lh{     G?@Lh{ -C-R- [(0, 6), (1, 5), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@|o     G?AJrg     G?AJrg -C-R- [(0, 5), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7)]
    G?B@|s     G?AJrk     G?AJrk -C-R- [(0, 5), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?B@|w     G?@sZs     G?@sZs -C-R- [(0, 6), (1, 5), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?B@|{     G?B@z{     G?B@z{ -C-R- [(0, 5), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@~K     G??X~K     G??X~K -C-R- [(0, 7), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?B@~_     G??ZvG     G??ZvG -C-R- [(0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (5, 7)]
    G?B@~c     G??ZvK     G??ZvK -C-R- [(0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?B@~g     G?B_zs     G?B_zs -C-R- [(0, 5), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?B@~k     G?@cz{     G?@cz{ -C-R- [(0, 6), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?B@~o     G?B@~o     G?B@~o -_-R- [(0, 5), (0, 7), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6)]
    G?B@~s     G?B@~s     G?B@~s -_-R- [(0, 5), (0, 7), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?B@~w     G?B_~s     G?B_~s -C-R- [(0, 5), (0, 7), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?B@~{     G?B@~{     G?B@~{ -_-R- [(0, 5), (0, 7), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BD?{     G?AIPk     G?AIPk -C-R- [(0, 5), (1, 6), (2, 7), (3, 7), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?BD@w     G?CKbK     G?CKbK -C-R- [(0, 6), (1, 7), (2, 7), (3, 4), (3, 6), (4, 5), (5, 7), (6, 7)]
    G?BDAo     GCCGJC     GCCGJC -C-R- [(0, 3), (1, 7), (2, 7), (3, 4), (4, 5), (5, 6), (6, 7)]
    G?BDAw     GCC?ZK     GCC?ZK -C-R- [(0, 3), (1, 7), (2, 7), (3, 4), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?BDA{     G?AOr[     G?AOr[ -C-R- [(0, 5), (1, 7), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDBo     G?K_eK     G?K_eK -C-R- [(0, 7), (1, 7), (2, 4), (2, 5), (3, 4), (3, 6), (5, 7), (6, 7)]
    G?BDBw     G@G?m[     G@G?m[ -C-R- [(0, 7), (1, 7), (2, 3), (2, 4), (3, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDB{     G??pU{     G??pU{ -C-R- [(0, 7), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDCw     G?Q?Xk     G?Q?Xk -C-R- [(0, 5), (1, 4), (2, 7), (3, 7), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?BDC{     G?AIP{     G?AIP{ -C-R- [(0, 5), (1, 6), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDDw     G?CSJ[     G?CSJ[ -C-R- [(0, 6), (1, 7), (2, 7), (3, 4), (3, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDEo     GC?GrK     GC?GrK -C-R- [(0, 3), (1, 7), (2, 7), (3, 6), (4, 5), (4, 6), (5, 7), (6, 7)]
    G?BDEw     GC?OZ[     GC?OZ[ -C-R- [(0, 3), (1, 7), (2, 7), (3, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDE{     G?_Gj{     G?_Gj{ -C-R- [(0, 4), (1, 7), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDFo     G?GPe[     G?GPe[ -C-R- [(0, 7), (1, 7), (2, 4), (2, 6), (3, 5), (3, 6), (4, 7), (5, 7), (6, 7)]
    G?BDFw     G?GPM{     G?GPM{ -C-R- [(0, 7), (1, 7), (2, 4), (2, 6), (3, 5), (3, 7), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDF{     G??gv{     G??gv{ -C-R- [(0, 7), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDG{     G??sY[     G??sY[ -C-R- [(0, 6), (1, 7), (2, 5), (3, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDHw     G??]`[     G??]`[ -C-R- [(0, 6), (1, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 7), (6, 7)]
    G?BDI{     G?AOz[     G?AOz[ -C-R- [(0, 5), (1, 7), (2, 7), (3, 5), (3, 6), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDJo     G??p]o     G??p]o -C-R- [(0, 7), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6)]
    G?BDJw     G??p]s     G??p]s -C-R- [(0, 7), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDJ{     G??p]{     G??p]{ -C-R- [(0, 7), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDKw     G?@KXs     G?@KXs -C-R- [(0, 6), (1, 5), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDK{     G?AIX{     G?AIX{ -C-R- [(0, 5), (1, 6), (2, 7), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDLw     G?CKZk     G?CKZk -C-R- [(0, 6), (1, 7), (2, 7), (3, 4), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?BDMo     G?_WZc     G?_WZc -C-R- [(0, 4), (1, 7), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (5, 6), (6, 7)]
    G?BDMw     G?_Gzk     G?_Gzk -C-R- [(0, 4), (1, 7), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?BDM{     G?AGz{     G?AGz{ -C-R- [(0, 5), (1, 7), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDNo     G?GW^c     G?GW^c -C-R- [(0, 7), (1, 7), (2, 4), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (5, 6), (6, 7)]
    G?BDNw     G?GG~k     G?GG~k -C-R- [(0, 7), (1, 7), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?BDN{     G??g~{     G??g~{ -C-R- [(0, 7), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BD`W     G?AQXo     G?AQXo -C-R- [(0, 5), (1, 6), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6)]
    G?BD`w     G??|As     G??|As -C-R- [(0, 6), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 5), (4, 7), (6, 7)]
    G?BD`{     G?A`q{     G?A`q{ -C-R- [(0, 5), (1, 7), (2, 5), (2, 6), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDaW     G??[jO     G??[jO -C-R- [(0, 6), (1, 7), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6)]
    G?BDbO     G??\bO     G??\bO -C-R- [(0, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7)]
    G?BDbS     G??\bS     G??\bS -C-R- [(0, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (6, 7)]
    G?BDbW     G?ApQs     G?ApQs -C-R- [(0, 5), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?BDb[     G??tQ{     G??tQ{ -C-R- [(0, 6), (1, 7), (2, 5), (2, 6), (3, 5), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDbo     GI?@[w     GI?@[w -C-R- [(0, 7), (1, 2), (1, 3), (2, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?BDbs     GI?@[{     GI?@[{ -C-R- [(0, 7), (1, 2), (1, 3), (2, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDbw     G?@qTs     G?@qTs -C-R- [(0, 7), (1, 5), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (6, 7)]
    G?BDb{     G?@at{     G?@at{ -C-R- [(0, 7), (1, 5), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDdS     G?GKik     G?GKik -C-R- [(0, 6), (1, 7), (2, 4), (3, 6), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDdW     G?cIHk     G?cIHk -C-R- [(0, 4), (1, 6), (2, 7), (3, 4), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDd[     G?_Ih{     G?_Ih{ -C-R- [(0, 4), (1, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDdo     GO?XIs     GO?XIs -C-R- [(0, 2), (1, 7), (2, 6), (3, 5), (3, 7), (4, 5), (4, 7), (5, 6), (6, 7)]
    G?BDds     GO?_y{     GO?_y{ -C-R- [(0, 2), (1, 7), (2, 5), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDdw     G?KKJk     G?KKJk -C-R- [(0, 6), (1, 7), (2, 4), (2, 7), (3, 4), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDd{     G?_Hj{     G?_Hj{ -C-R- [(0, 4), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDeS     G?CKjK     G?CKjK -C-R- [(0, 6), (1, 7), (2, 7), (3, 4), (3, 6), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDeW     G?oGhk     G?oGhk -C-R- [(0, 4), (1, 4), (2, 7), (3, 6), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDe[     G?CMH{     G?CMH{ -C-R- [(0, 6), (1, 6), (2, 7), (3, 4), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDfO     G?IPIs     G?IPIs -C-R- [(0, 5), (1, 7), (2, 4), (2, 6), (3, 5), (3, 7), (4, 7), (5, 6), (6, 7)]
    G?BDfS     G@?cY{     G@?cY{ -C-R- [(0, 6), (1, 7), (2, 3), (2, 5), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDfW     G?gGjk     G?gGjk -C-R- [(0, 4), (1, 7), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDf[     G?GKj{     G?GKj{ -C-R- [(0, 6), (1, 7), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDfo     G?OqLs     G?OqLs -C-R- [(0, 7), (1, 4), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 7), (5, 6), (6, 7)]
    G?BDfs     GG@?|{     GG@?|{ -C-R- [(0, 7), (1, 2), (1, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDfw     G?WGnk     G?WGnk -C-R- [(0, 7), (1, 4), (1, 7), (2, 4), (2, 7), (3, 6), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDf{     G?OHn{     G?OHn{ -C-R- [(0, 7), (1, 4), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDj[     G??\j[     G??\j[ -C-R- [(0, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDjo     G??^bW     G??^bW -C-R- [(0, 6), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 7)]
    G?BDjs     G??^b[     G??^b[ -C-R- [(0, 6), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 7), (6, 7)]
    G?BDjw     G?@q\s     G?@q\s -C-R- [(0, 7), (1, 5), (1, 6), (2, 5), (2, 7), (3, 5), (3, 7), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDj{     G?@a|{     G?@a|{ -C-R- [(0, 7), (1, 5), (1, 6), (2, 5), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDl[     G??ky{     G??ky{ -C-R- [(0, 6), (1, 7), (2, 5), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDlo     G?AHzo     G?AHzo -C-R- [(0, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    G?BDls     G?AHzs     G?AHzs -C-R- [(0, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDlw     G??{Zs     G??{Zs -C-R- [(0, 6), (1, 7), (2, 5), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDl{     G?AHz{     G?AHz{ -C-R- [(0, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDm[     G??]X{     G??]X{ -C-R- [(0, 6), (1, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDnO     G??\Zo     G??\Zo -C-R- [(0, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    G?BDnS     G??\Zs     G??\Zs -C-R- [(0, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDnW     G?Agzs     G?Agzs -C-R- [(0, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDn[     G??kz{     G??kz{ -C-R- [(0, 6), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDno     G?OH~g     G?OH~g -C-R- [(0, 7), (1, 4), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7)]
    G?BDns     G?OH~k     G?OH~k -C-R- [(0, 7), (1, 4), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?BDnw     G?@g~s     G?@g~s -C-R- [(0, 7), (1, 5), (1, 7), (2, 5), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BDn{     G?@H~{     G?@H~{ -C-R- [(0, 7), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDro     G??^fO     G??^fO -C-R- [(0, 6), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7)]
    G?BDrs     G??^fS     G??^fS -C-R- [(0, 6), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (6, 7)]
    G?BDrw     G?BDrw     G?BDrw -_-R- [(0, 5), (0, 6), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7)]
    G?BDr{     G?BDr{     G?BDr{ -_-R- [(0, 5), (0, 6), (1, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 7), (6, 7)]
    G?BDto     G?_Jjg     G?_Jjg -C-R- [(0, 4), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (5, 6), (5, 7)]
    G?BDts     G?_Jjk      F?_Jg -C-_- [(0, 4), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDtw     G?_Jjw     G?_Jjw -C-R- [(0, 4), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7)]
    G?BDt{     G?_Jj{     G?_Jj{ -C-R- [(0, 4), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDvG     G?GH}g     G?GH}g -C-R- [(0, 7), (1, 7), (2, 4), (2, 6), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7)]
    G?BDvK     G?GH}k     G?GH}k -C-R- [(0, 7), (1, 7), (2, 4), (2, 6), (3, 6), (3, 7), (4, 5), (4, 6), (5, 6), (5, 7), (6, 7)]
    G?BDv_     G?CNJg     G?CNJg -C-R- [(0, 6), (1, 6), (1, 7), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (5, 6), (5, 7)]
    G?BDvc     G?CNJk     G?CNJk -C-R- [(0, 6), (1, 6), (1, 7), (2, 6), (2, 7), (3, 4), (3, 7), (4, 5), (5, 6), (5, 7), (6, 7)]
    G?BDvg     G?OLjw     G?OLjw -C-R- [(0, 6), (1, 4), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7)]
    G?BDvk     G?OLj{     G?OLj{ -C-R- [(0, 6), (1, 4), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDvo     G_A@zw     G_A@zw -C-R- [(0, 1), (0, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?BDvs     G_A@z{     G_A@z{ -C-R- [(0, 1), (0, 5), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDvw     G?_Jnw     G?_Jnw -C-R- [(0, 4), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7)]
    G?BDv{     G?_Jn{     G?_Jn{ -C-R- [(0, 4), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BDzw     G??^nW     G??^nW -C-R- [(0, 6), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7)]
    G?BDz{     G??^n[     G??^n[ -C-R- [(0, 6), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 6), (4, 5), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BD|w     G?AJzw     G?AJzw -C-R- [(0, 5), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?BD|{     G?AJz{      F?AJw -C-_- [(0, 5), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BD~g     G??^Zw     G??^Zw -C-R- [(0, 6), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?BD~k     G??^Z{     G??^Z{ -C-R- [(0, 6), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BD~o     G??^^o     G??^^o -C-R- [(0, 6), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6)]
    G?BD~s     G??^^s     G??^^s -C-R- [(0, 6), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 5), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (6, 7)]
    G?BD~w     G?AJ~w     G?AJ~w -C-R- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7)]
    G?BD~{     G?AJ~{     G?AJ~{ -C-R- [(0, 5), (0, 7), (1, 6), (1, 7), (2, 6), (2, 7), (3, 6), (3, 7), (4, 5), (4, 6), (4, 7), (5, 6), (5, 7), (6, 7)]
    G?BEDo     G?CO^C     G?CO^C -C-R- [(0, 7), (1, 7), (2, 7), (3, 4), (3, 5), (4, 6), (5, 6), (6, 7)]
